content_id,name,address,image,category,lcls1_name,lcls2_name,lcls3_name,area_code,sigungu_name,lat,lng,tel,region
1186650,대나무 건강나라,전남광주통합특별시 담양군 금성면 원율길 12,http://tong.visitkorea.or.kr/cms/resource/36/3571436_image2_1.jpg,문화시설,문화관광,전시시설,전시관,38,담양군,35.3525118943,127.0312368377,,전남
1885239,대나무 숲에서 즐기는 캠핑여행,,http://tong.visitkorea.or.kr/cms/resource/54/741954_image2_1.jpg,여행코스,추천코스,캠핑코스,캠핑코스,38,담양군,35.3241726495,126.9852360746,,전남
1821856,대대선창집,전남광주통합특별시 순천시 순천만길 542,,음식점,음식,한식,관광식당,38,순천시,34.8895028368,127.5091148087,,전남
2747474,대덕힐링캠핑장,전남광주통합특별시 영광군 법성면 대덕길2길 105,http://tong.visitkorea.or.kr/cms/resource/51/2748151_image2_1.jpg,레포츠,숙박,캠핑,일반야영장,38,영광군,35.3499357301,126.4505884209,,전남
1560396,대둔도,전남광주통합특별시 신안군 흑산면 김이수길 57,http://tong.visitkorea.or.kr/cms/resource/76/1585276_image2_1.jpg,관광지,자연관광,자연경관(하천‧해양),섬,38,신안군,34.7290511565,125.4642575694,,전남
2871756,대복삼계탕,전남광주통합특별시 광양시 시청로 82  ,http://tong.visitkorea.or.kr/cms/resource/52/2871752_image2_1.JPG,음식점,음식,한식,관광식당,38,광양시,34.9395310901,127.7007133948,,전남
2833099,대사랑 운수대통밥,전남광주통합특별시 담양군 객사4길 38-11  ,http://tong.visitkorea.or.kr/cms/resource/89/2833089_image2_1.png,음식점,음식,한식,관광식당,38,담양군,35.3238448999,126.9847000192,,전남
2782971,대섬어촌복합체험공원,전남광주통합특별시 해남군 송지면 땅끝해안로 1354-4,http://tong.visitkorea.or.kr/cms/resource/63/3562763_image2_1.jpg,관광지,체험관광,농.산.어촌 체험,체험어장,38,해남군,34.3505189364,126.5211480704,,전남
1369432,대성식당,전남광주통합특별시 여수시 교동남1길 5-9,,음식점,음식,한식,관광식당,38,여수시,34.7397957345,127.7341794519,,전남
2840068,대성회식당,전남광주통합특별시 완도군 해변공원로 59  ,http://tong.visitkorea.or.kr/cms/resource/64/2840064_image2_1.jpg,음식점,음식,한식,관광식당,38,완도군,34.3189762002,126.7494732391,,전남
2795578,대숲골농원,전남광주통합특별시 순천시 학동길 54 (대룡동),http://tong.visitkorea.or.kr/cms/resource/82/3571182_image2_1.jpg,음식점,음식,한식,관광식당,38,순천시,34.9046761057,127.5075395624,,전남
126612,대원사(보성),전남광주통합특별시 보성군 문덕면 죽산길 506-8,http://tong.visitkorea.or.kr/cms/resource/92/3511592_image2_1.jpg,관광지,역사관광,종교성지,불교,38,보성군,34.9598718326,127.1333599536,,전남
127883,대전해수욕장,전남광주통합특별시 고흥군 두원면 두원로 1306-30,http://tong.visitkorea.or.kr/cms/resource/19/3344719_image2_1.JPG,관광지,자연관광,자연경관(하천‧해양),해변. 해수욕장,38,고흥군,34.7135268715,127.2724761027,,전남
129115,대죽마을,전남광주통합특별시 해남군 송지면 대죽리,http://tong.visitkorea.or.kr/cms/resource/01/3383001_image2_1.JPG,관광지,문화관광,도시.지역문화관광,마을관광지,38,해남군,34.3591737728,126.5364770753,,전남
756327,대초마을,전남광주통합특별시 영광군 백수읍 대신길3길 33-7,http://tong.visitkorea.or.kr/cms/resource/04/3551504_image2_1.jpg,관광지,문화관광,도시.지역문화관광,마을관광지,38,영광군,35.3623029957,126.4038589369,,전남
132061,"대치장 (3, 8일)",전남광주통합특별시 담양군 대전면 대치8길 28-12,http://tong.visitkorea.or.kr/cms/resource/45/3582045_image2_1.jpg,쇼핑,쇼핑,시장,비상설시장,38,담양군,35.2754209258,126.8861071953,,전남
2365380,대한민국 항구1번지 목포로 오시오!,,http://tong.visitkorea.or.kr/cms/resource/48/2014148_image2_1.jpg,여행코스,추천코스,도보코스,도보코스,38,목포시,34.7924363283,126.3721867588,,전남
2674979,대황강 자연휴식공원,전남광주통합특별시 곡성군 석곡면 석곡2길 13,http://tong.visitkorea.or.kr/cms/resource/13/3026913_image2_1.jpg,관광지,자연관광,자연공원,생태관광지,38,곡성군,35.1302574903,127.2549143896,,전남
2791884,대황강 자연휴식체험장 야영장,전남광주통합특별시 곡성군 석곡면 주석로 620-40,http://tong.visitkorea.or.kr/cms/resource/72/2797672_image2_1.JPG,레포츠,숙박,캠핑,일반야영장,38,곡성군,35.1250191954,127.2550922846,,전남
2616177,대황강출렁다리,전남광주통합특별시 곡성군 죽곡면 대황강로 802,http://tong.visitkorea.or.kr/cms/resource/96/3532296_image2_1.jpg,관광지,문화관광,랜드마크관광,다리 / 대교,38,곡성군,35.1491647895,127.3188443840,,전남
2732467,더스타오토캠핑장,전남광주통합특별시 여수시 돌산읍 상하동길 268,,레포츠,숙박,캠핑,오토캠핑장,38,여수시,34.7186544685,127.7809842316,,전남
250346,덕양서원(곡성),전남광주통합특별시 곡성군 오곡면 덕양서원길 42,http://tong.visitkorea.or.kr/cms/resource/76/757476_image2_1.jpg,관광지,역사관광,역사유적지,사당,38,곡성군,35.2634267543,127.3104616470,,전남
132070,덕양시장,전남광주통합특별시 여수시 소라면 하세동길 12-2,http://tong.visitkorea.or.kr/cms/resource/99/3580299_image2_1.jpg,쇼핑,쇼핑,시장,비상설시장,38,여수시,34.7979985577,127.6320285789,,전남
2923845,덕양은혜곱창 덕양점,전남광주통합특별시 여수시 하세동길 7-1  ,http://tong.visitkorea.or.kr/cms/resource/26/2923826_image2_1.jpg,음식점,음식,한식,관광식당,38,여수시,34.7980985371,127.6315397303,,전남
842980,덕인관,전남광주통합특별시 담양군 담양읍 죽향대로 1121,,음식점,음식,한식,관광식당,38,담양군,35.3059774057,126.9805369516,,전남
649521,덕인홍어집,전남광주통합특별시 목포시 영산로73번길 1-1,,음식점,음식,한식,관광식당,38,목포시,34.7891480189,126.3849523765,,전남
127932,도곡 원네스 스파·리조트,전남광주통합특별시 화순군 도곡면 온천1길 45,http://tong.visitkorea.or.kr/cms/resource/79/3348379_image2_1.JPG,관광지,체험관광,웰니스관광,온천 / 사우나 / 스파,38,화순군,35.0291490268,126.9033118398,,전남
3102104,도담헌,전남광주통합특별시 순천시 상인제길 35 (인제동),,숙박,숙박,펜션/민박,한옥스테이,38,순천시,34.9454627828,127.4838989351,,전남
2732546,도래마을,전남광주통합특별시 나주시 다도면 동력길 16,http://tong.visitkorea.or.kr/cms/resource/79/3529479_image2_1.jpg,관광지,역사관광,역사유적지,민속마을,38,나주시,34.9984650156,126.8224502959,,전남
2350029,도래미하우스,전남광주통합특별시 나주시 다도면 동력길 18-26,,숙박,숙박,펜션/민박,한옥스테이,38,나주시,34.9975568248,126.8248528839,,전남
588738,도리산전망대,전남광주통합특별시 진도군 조도면 조도대로 1401-170,http://tong.visitkorea.or.kr/cms/resource/47/195547_image2_1.jpg,관광지,문화관광,랜드마크관광,타워 / 전망대,38,진도군,19.6944274800,117.9925662504,,전남
126617,도리포,전남광주통합특별시 무안군 해제면,http://tong.visitkorea.or.kr/cms/resource/51/3535751_image2_1.jpg,관광지,자연관광,자연경관(하천‧해양),항구/포구,38,무안군,35.1566586763,126.3464690952,,전남
128083,도림사 계곡,전남광주통합특별시 곡성군 곡성읍 월봉리 ,http://tong.visitkorea.or.kr/cms/resource/93/1606693_image2_1.jpg,관광지,자연관광,자연경관(산),계곡,38,곡성군,35.2649174154,127.2618631226,,전남
